customer_id,age_group,city,preferred_cuisine,dietary_preference,signup_date
10928,55+,Petah Tikva,Burger,none,2024-11-27
10929,25-34,Givatayim,Burger,halal,2025-04-14
10930,55+,Jerusalem,Burger,halal,2024-11-14
10931,25-34,Rehovot,Greek,none,2023-11-08
10932,18-24,Holon,Steakhouse,gluten_free,2024-08-11
10933,55+,Givatayim,Thai,none,2023-06-23
10934,18-24,Tel Aviv,Thai,none,2024-11-02
10935,18-24,Jerusalem,Sushi,vegan,2025-06-07
10936,55+,Jerusalem,Cafe,low_carb,2023-06-23
10937,25-34,Ramat Gan,Greek,vegan,2025-02-11
10938,18-24,Ramat Gan,Cafe,gluten_free,2025-09-05
10939,55+,Ashdod,Mexican,none,2023-01-13
10940,45-54,Jerusalem,Seafood,halal,2024-01-08
10941,45-54,Holon,Israeli,gluten_free,2025-05-18
10942,45-54,Petah Tikva,Mexican,vegan,2024-01-30
10943,25-34,Tel Aviv,Seafood,vegetarian,2023-09-02
10944,35-44,Netanya,Mediterranean,vegetarian,2023-10-31
10945,45-54,Herzliya,Greek,low_carb,2024-01-29
10946,35-44,Herzliya,Greek,kosher,2024-09-21
10947,18-24,Herzliya,Cafe,kosher,2024-05-19
10948,45-54,Rehovot,Italian,kosher,2023-06-10
10949,35-44,Eilat,Israeli,low_carb,2025-02-20
10950,25-34,Eilat,Japanese,vegan,2025-08-30
10951,35-44,Rishon LeZion,Japanese,low_carb,2025-02-04
10952,18-24,Herzliya,Mexican,gluten_free,2024-04-05
10953,18-24,Petah Tikva,Seafood,halal,2023-11-13
10954,18-24,Holon,Greek,vegetarian,2025-01-04
10955,25-34,Tel Aviv,Pizza,kosher,2024-05-28
10956,35-44,Haifa,Japanese,kosher,2023-11-25
10957,45-54,Ashdod,Mediterranean,gluten_free,2025-09-09
10958,45-54,Herzliya,Indian,halal,2024-05-08
10959,55+,Netanya,Italian,none,2023-02-13
10960,35-44,Holon,Burger,vegetarian,2023-12-27
10961,35-44,Netanya,Steakhouse,vegan,2024-04-18
10962,55+,Tel Aviv,Italian,gluten_free,2023-03-06
10963,55+,Ramat Gan,Sushi,none,2024-05-25
10964,18-24,Eilat,Mexican,halal,2025-05-17
10965,18-24,Haifa,Burger,low_carb,2025-06-04
10966,18-24,Herzliya,Asian,vegetarian,2023-06-09
10967,55+,Ashdod,Mediterranean,halal,2023-12-04
10968,35-44,Haifa,Cafe,vegetarian,2025-07-04
10969,45-54,Beer Sheva,Cafe,kosher,2025-05-23
10970,18-24,Herzliya,Seafood,vegan,2024-10-02
10971,55+,Ashdod,Pizza,vegetarian,2023-09-12
10972,18-24,Netanya,Greek,low_carb,2023-03-15
10973,45-54,Petah Tikva,Indian,vegetarian,2025-08-20
10974,45-54,Holon,Cafe,vegetarian,2023-05-08
10975,35-44,Petah Tikva,Burger,vegan,2025-03-27
10976,45-54,Tel Aviv,Sushi,gluten_free,2025-02-19
10977,18-24,Givatayim,Italian,vegan,2024-07-15
10978,45-54,Jerusalem,Seafood,none,2024-11-17
10979,55+,Kfar Saba,Mediterranean,vegan,2025-05-08
10980,45-54,Haifa,Italian,halal,2025-04-29
10981,25-34,Rehovot,Asian,vegetarian,2023-08-09
10982,45-54,Petah Tikva,Japanese,vegan,2023-01-10
10983,35-44,Givatayim,Vegan,vegetarian,2023-04-07
10984,35-44,Rishon LeZion,Greek,halal,2023-09-11
10985,25-34,Petah Tikva,Seafood,halal,2025-07-17
10986,55+,Givatayim,Greek,halal,2025-01-06
10987,35-44,Haifa,Asian,kosher,2023-08-31
10988,18-24,Eilat,Italian,kosher,2023-01-06
10989,18-24,Eilat,Mexican,low_carb,2024-09-01
10990,35-44,Jerusalem,Vegan,gluten_free,2024-03-30
10991,45-54,Holon,Thai,vegetarian,2024-12-31
10992,45-54,Petah Tikva,Burger,low_carb,2023-06-21
10993,18-24,Rehovot,Israeli,gluten_free,2023-08-31
10994,35-44,Givatayim,Thai,halal,2023-11-12
10995,45-54,Herzliya,Burger,low_carb,2023-03-02
10996,25-34,Ramat Gan,Thai,kosher,2023-03-05
10997,35-44,Kfar Saba,Italian,kosher,2023-07-17
10998,35-44,Haifa,Cafe,halal,2023-03-11
10999,18-24,Rishon LeZion,Mediterranean,none,2023-01-24
11000,35-44,Beer Sheva,Pizza,none,2023-04-05
11001,18-24,Ashdod,Mediterranean,kosher,2023-06-15
11002,18-24,Petah Tikva,Israeli,vegetarian,2024-11-07
11003,55+,Haifa,Japanese,vegan,2023-02-24
11004,25-34,Jerusalem,Italian,halal,2023-05-07
11005,45-54,Beer Sheva,Sushi,low_carb,2024-02-05
11006,18-24,Petah Tikva,Burger,none,2024-03-09
11007,35-44,Givatayim,Mexican,gluten_free,2023-08-21
11008,25-34,Ramat Gan,Cafe,kosher,2025-04-15
11009,35-44,Petah Tikva,Sushi,halal,2024-11-01
11010,18-24,Ramat Gan,Japanese,none,2024-01-01
11011,18-24,Petah Tikva,Seafood,gluten_free,2025-02-28
11012,55+,Haifa,Greek,vegetarian,2024-09-13
11013,45-54,Rishon LeZion,Steakhouse,none,2023-04-26
11014,35-44,Ashdod,Burger,low_carb,2023-01-04
11015,55+,Givatayim,Asian,none,2024-05-20
11016,55+,Herzliya,Indian,vegetarian,2024-09-12
11017,45-54,Tel Aviv,Steakhouse,kosher,2024-03-05
11018,55+,Holon,Cafe,gluten_free,2023-12-18
11019,18-24,Haifa,Sushi,none,2025-03-28
11020,45-54,Kfar Saba,Israeli,kosher,2023-11-28
11021,45-54,Ramat Gan,Indian,halal,2024-11-08
11022,35-44,Netanya,Japanese,halal,2024-11-16
11023,55+,Kfar Saba,Mexican,vegan,2023-08-17
11024,55+,Tel Aviv,Asian,halal,2023-08-28
11025,35-44,Petah Tikva,Sushi,halal,2024-06-16
11026,45-54,Eilat,Israeli,none,2023-12-07
11027,55+,Rehovot,Asian,vegan,2024-03-04
11028,25-34,Netanya,Sushi,none,2023-04-10
11029,18-24,Ashdod,Japanese,low_carb,2023-10-18
11030,45-54,Netanya,Japanese,vegetarian,2024-02-10
11031,45-54,Rehovot,Vegan,halal,2023-05-20
11032,45-54,Givatayim,Mexican,low_carb,2023-06-27
11033,18-24,Kfar Saba,Steakhouse,kosher,2023-08-01
11034,55+,Ashdod,Steakhouse,kosher,2025-06-17
11035,25-34,Eilat,Cafe,vegetarian,2025-09-04
11036,55+,Givatayim,Vegan,none,2023-02-19
11037,45-54,Holon,Sushi,halal,2023-02-20
11038,18-24,Kfar Saba,Japanese,vegan,2025-05-11
11039,18-24,Ashdod,Greek,gluten_free,2023-05-06
11040,18-24,Jerusalem,Indian,vegetarian,2023-02-23
11041,55+,Netanya,Israeli,gluten_free,2024-07-01
11042,35-44,Tel Aviv,Greek,gluten_free,2024-03-17
11043,25-34,Ramat Gan,Greek,vegetarian,2024-05-04
11044,55+,Ramat Gan,Pizza,kosher,2024-07-03
11045,35-44,Beer Sheva,Steakhouse,vegan,2023-12-21
11046,35-44,Jerusalem,Asian,halal,2024-10-19
11047,45-54,Haifa,Seafood,halal,2025-01-04
11048,55+,Rehovot,Burger,halal,2025-04-23
11049,18-24,Kfar Saba,Italian,vegetarian,2024-10-10
11050,18-24,Givatayim,Japanese,none,2023-03-08
11051,45-54,Ashdod,Mediterranean,halal,2023-04-20
11052,45-54,Beer Sheva,Seafood,vegan,2023-06-23
11053,35-44,Tel Aviv,Greek,vegetarian,2023-02-24
11054,18-24,Eilat,Vegan,low_carb,2024-07-09
11055,55+,Holon,Cafe,none,2023-05-27
11056,25-34,Petah Tikva,Pizza,low_carb,2024-06-07
11057,18-24,Tel Aviv,Mediterranean,gluten_free,2023-09-18
11058,25-34,Tel Aviv,Vegan,vegan,2023-07-17
11059,25-34,Eilat,Cafe,none,2023-12-18
11060,18-24,Beer Sheva,Steakhouse,none,2024-08-18
11061,25-34,Givatayim,Mexican,gluten_free,2023-02-04
11062,25-34,Haifa,Sushi,kosher,2024-08-03
11063,35-44,Herzliya,Israeli,halal,2023-07-19
11064,18-24,Ramat Gan,Thai,low_carb,2023-08-12
11065,55+,Tel Aviv,Seafood,kosher,2024-02-07
11066,35-44,Rishon LeZion,Indian,halal,2024-04-22
11067,45-54,Netanya,Mediterranean,low_carb,2024-04-12
11068,25-34,Holon,Vegan,vegetarian,2023-08-16
11069,25-34,Ramat Gan,Burger,halal,2025-03-28
11070,35-44,Tel Aviv,Cafe,vegan,2023-02-08
11071,35-44,Kfar Saba,Greek,gluten_free,2024-04-25
11072,18-24,Holon,Sushi,none,2024-07-05
11073,25-34,Haifa,Cafe,vegan,2025-09-11
11074,25-34,Tel Aviv,Pizza,low_carb,2025-05-22
11075,18-24,Rishon LeZion,Mexican,gluten_free,2025-05-30
11076,55+,Givatayim,Cafe,none,2025-04-26
11077,18-24,Givatayim,Seafood,gluten_free,2023-04-15
11078,45-54,Herzliya,Sushi,vegan,2025-01-27
11079,35-44,Eilat,Vegan,vegetarian,2024-10-05
11080,45-54,Herzliya,Vegan,halal,2023-08-29
11081,25-34,Herzliya,Pizza,gluten_free,2023-08-17
11082,45-54,Haifa,Japanese,low_carb,2024-06-30
11083,25-34,Ashdod,Cafe,halal,2023-07-09
11084,45-54,Ashdod,Asian,halal,2025-06-12
11085,45-54,Ramat Gan,Seafood,halal,2023-11-24
11086,25-34,Ashdod,Burger,halal,2025-05-17
11087,18-24,Rehovot,Mediterranean,gluten_free,2023-10-11
11088,35-44,Ashdod,Pizza,vegan,2024-09-06
11089,25-34,Ashdod,Israeli,halal,2024-07-10
11090,45-54,Rishon LeZion,Mediterranean,kosher,2023-10-19
11091,55+,Netanya,Greek,kosher,2025-03-24
11092,18-24,Rishon LeZion,Vegan,kosher,2023-06-22
11093,35-44,Ashdod,Italian,low_carb,2024-12-17
11094,55+,Netanya,Italian,halal,2023-07-04
11095,45-54,Holon,Burger,kosher,2024-12-18
11096,35-44,Haifa,Israeli,kosher,2025-02-07
11097,45-54,Netanya,Mediterranean,none,2024-10-29
11098,45-54,Kfar Saba,Greek,vegan,2023-02-12
11099,55+,Netanya,Indian,halal,2024-05-09
11100,45-54,Tel Aviv,Seafood,kosher,2025-01-03
11101,45-54,Eilat,Greek,gluten_free,2023-01-17
11102,35-44,Ramat Gan,Steakhouse,gluten_free,2025-08-01
11103,18-24,Tel Aviv,Pizza,kosher,2023-09-03
11104,45-54,Rehovot,Israeli,vegan,2023-08-02
11105,55+,Jerusalem,Thai,gluten_free,2024-02-29
11106,18-24,Holon,Mexican,vegan,2023-07-28
11107,25-34,Petah Tikva,Mexican,halal,2025-08-15
11108,35-44,Herzliya,Steakhouse,kosher,2024-07-11
11109,25-34,Kfar Saba,Vegan,halal,2024-04-24
11110,55+,Kfar Saba,Asian,none,2023-10-23
11111,35-44,Ramat Gan,Asian,low_carb,2025-04-29
11112,55+,Netanya,Steakhouse,low_carb,2024-07-24
11113,35-44,Jerusalem,Greek,kosher,2023-03-26
11114,45-54,Petah Tikva,Italian,low_carb,2024-01-17
11115,25-34,Rehovot,Mexican,vegetarian,2025-04-01
11116,55+,Herzliya,Steakhouse,none,2025-01-21
11117,55+,Haifa,Cafe,low_carb,2023-07-14
11118,18-24,Netanya,Seafood,vegan,2023-09-11
11119,35-44,Beer Sheva,Japanese,none,2023-03-15
11120,25-34,Petah Tikva,Indian,none,2024-07-19
11121,35-44,Herzliya,Cafe,low_carb,2024-06-20
11122,35-44,Ramat Gan,Cafe,low_carb,2025-09-24
11123,25-34,Tel Aviv,Sushi,none,2023-11-18
11124,45-54,Herzliya,Seafood,low_carb,2023-04-02
11125,18-24,Givatayim,Cafe,gluten_free,2023-03-30
11126,35-44,Kfar Saba,Steakhouse,low_carb,2023-05-09
11127,25-34,Herzliya,Seafood,vegan,2025-05-03
11128,25-34,Tel Aviv,Vegan,low_carb,2024-04-04
11129,45-54,Tel Aviv,Vegan,gluten_free,2023-02-20
11130,55+,Kfar Saba,Sushi,halal,2024-06-10
11131,35-44,Tel Aviv,Burger,halal,2024-10-04
11132,25-34,Eilat,Vegan,none,2023-05-07
11133,35-44,Herzliya,Burger,none,2025-01-16
11134,45-54,Jerusalem,Cafe,vegetarian,2025-03-13
11135,18-24,Rehovot,Thai,low_carb,2024-06-21
11136,35-44,Tel Aviv,Mexican,gluten_free,2025-05-04
11137,25-34,Rishon LeZion,Italian,vegetarian,2025-06-21
11138,45-54,Tel Aviv,Mexican,kosher,2025-06-21
11139,55+,Rishon LeZion,Thai,vegetarian,2023-09-02
11140,55+,Rishon LeZion,Burger,low_carb,2024-05-08
11141,45-54,Kfar Saba,Asian,low_carb,2023-03-08
11142,18-24,Kfar Saba,Steakhouse,vegetarian,2023-01-08
11143,35-44,Ashdod,Sushi,none,2023-07-13
11144,45-54,Rishon LeZion,Vegan,halal,2023-03-28
11145,55+,Givatayim,Italian,kosher,2025-03-15
11146,35-44,Rehovot,Mediterranean,vegan,2023-05-13
11147,25-34,Ashdod,Indian,gluten_free,2024-05-28
11148,45-54,Holon,Steakhouse,kosher,2025-01-21
11149,25-34,Rishon LeZion,Seafood,low_carb,2025-08-15
11150,18-24,Jerusalem,Sushi,low_carb,2023-02-13
11151,18-24,Holon,Italian,halal,2024-01-24
11152,18-24,Holon,Thai,none,2023-10-29
11153,25-34,Beer Sheva,Vegan,halal,2024-02-06
11154,45-54,Haifa,Asian,gluten_free,2024-09-25
11155,55+,Ramat Gan,Indian,vegetarian,2025-02-02
11156,35-44,Rishon LeZion,Sushi,vegetarian,2025-05-28
11157,25-34,Givatayim,Mexican,halal,2025-06-06
11158,25-34,Kfar Saba,Japanese,none,2023-10-17
11159,35-44,Givatayim,Seafood,kosher,2024-07-24
11160,45-54,Herzliya,Israeli,kosher,2024-04-09
11161,55+,Beer Sheva,Israeli,none,2023-05-24
11162,18-24,Jerusalem,Greek,kosher,2024-03-31
11163,45-54,Eilat,Israeli,vegan,2025-01-21
11164,18-24,Rehovot,Steakhouse,none,2024-12-31
11165,35-44,Givatayim,Steakhouse,low_carb,2024-02-08
11166,55+,Rishon LeZion,Asian,halal,2025-06-12
11167,55+,Beer Sheva,Japanese,low_carb,2025-05-22
11168,35-44,Netanya,Japanese,kosher,2024-10-09
11169,25-34,Holon,Pizza,none,2023-05-27
11170,25-34,Haifa,Mediterranean,vegan,2023-07-10
11171,45-54,Haifa,Pizza,low_carb,2023-12-21
11172,18-24,Eilat,Vegan,kosher,2024-05-24
11173,35-44,Ramat Gan,Mexican,kosher,2024-11-21
11174,35-44,Herzliya,Cafe,kosher,2025-05-18
11175,25-34,Netanya,Thai,none,2025-05-10
11176,55+,Kfar Saba,Seafood,halal,2023-03-14
11177,25-34,Givatayim,Vegan,kosher,2023-06-12
11178,55+,Holon,Mediterranean,none,2023-04-03
11179,18-24,Eilat,Vegan,vegan,2025-02-23
11180,55+,Kfar Saba,Italian,halal,2023-12-21
11181,18-24,Rehovot,Sushi,low_carb,2025-07-02
11182,45-54,Beer Sheva,Sushi,vegan,2024-11-12
11183,25-34,Ramat Gan,Greek,vegan,2023-04-07
11184,18-24,Petah Tikva,Burger,gluten_free,2023-06-13
11185,25-34,Holon,Sushi,kosher,2025-01-10
11186,35-44,Netanya,Greek,low_carb,2024-01-27
11187,55+,Ramat Gan,Israeli,kosher,2024-07-11
11188,35-44,Kfar Saba,Cafe,low_carb,2025-02-28
11189,18-24,Kfar Saba,Seafood,vegetarian,2023-11-28
11190,18-24,Netanya,Burger,vegan,2024-10-10
11191,45-54,Ashdod,Steakhouse,low_carb,2024-03-21
11192,18-24,Ramat Gan,Steakhouse,gluten_free,2023-05-28
11193,18-24,Holon,Asian,kosher,2023-07-31
11194,18-24,Haifa,Thai,vegan,2025-06-02
11195,18-24,Netanya,Burger,vegan,2024-07-21
11196,55+,Jerusalem,Thai,low_carb,2023-01-26
11197,45-54,Tel Aviv,Mexican,vegetarian,2023-06-07
11198,25-34,Haifa,Mediterranean,vegan,2023-06-15
11199,25-34,Givatayim,Greek,vegan,2024-03-30
11200,18-24,Holon,Indian,gluten_free,2025-07-01
11201,25-34,Eilat,Sushi,none,2024-03-07
11202,45-54,Ashdod,Thai,low_carb,2025-01-18
11203,45-54,Herzliya,Japanese,low_carb,2025-02-13
11204,55+,Ashdod,Sushi,none,2024-06-09
11205,18-24,Kfar Saba,Sushi,none,2024-03-31
11206,18-24,Ramat Gan,Thai,none,2023-07-13
11207,35-44,Rishon LeZion,Japanese,vegetarian,2023-07-18
11208,35-44,Ramat Gan,Italian,gluten_free,2023-10-11
11209,35-44,Tel Aviv,Italian,kosher,2024-02-18
11210,55+,Kfar Saba,Burger,gluten_free,2023-04-22
11211,45-54,Herzliya,Greek,halal,2024-09-04
11212,25-34,Holon,Mexican,gluten_free,2023-09-25
11213,25-34,Rehovot,Vegan,vegetarian,2024-12-18
11214,18-24,Ramat Gan,Asian,gluten_free,2025-03-16
11215,55+,Kfar Saba,Vegan,halal,2024-08-28
11216,18-24,Tel Aviv,Italian,vegan,2024-11-17
11217,35-44,Givatayim,Steakhouse,low_carb,2024-08-30
11218,45-54,Jerusalem,Italian,none,2024-04-04
11219,45-54,Rishon LeZion,Sushi,vegetarian,2024-04-02
11220,35-44,Givatayim,Sushi,kosher,2024-06-08
11221,55+,Rehovot,Mediterranean,low_carb,2023-01-06
11222,55+,Givatayim,Burger,vegetarian,2023-06-20
11223,25-34,Petah Tikva,Sushi,gluten_free,2023-04-30
11224,55+,Rishon LeZion,Pizza,low_carb,2025-01-09
11225,45-54,Netanya,Seafood,none,2025-04-09
11226,55+,Petah Tikva,Thai,halal,2023-12-15
11227,55+,Givatayim,Mediterranean,vegetarian,2024-05-22
11228,35-44,Rehovot,Mexican,gluten_free,2024-10-16
11229,45-54,Eilat,Israeli,gluten_free,2025-07-08
11230,55+,Tel Aviv,Greek,none,2023-04-30
11231,45-54,Ashdod,Thai,vegetarian,2025-05-16
11232,55+,Eilat,Steakhouse,gluten_free,2024-12-07
11233,18-24,Haifa,Seafood,kosher,2023-12-31
11234,45-54,Herzliya,Burger,vegan,2024-08-11
11235,25-34,Haifa,Thai,none,2023-08-12
11236,18-24,Netanya,Cafe,none,2025-06-07
11237,55+,Haifa,Israeli,none,2023-07-15
11238,45-54,Beer Sheva,Vegan,low_carb,2025-01-20
11239,55+,Eilat,Israeli,vegan,2024-10-04
11240,55+,Holon,Burger,kosher,2024-10-21
11241,35-44,Haifa,Cafe,kosher,2025-02-24
11242,55+,Petah Tikva,Italian,halal,2025-08-10
11243,25-34,Givatayim,Sushi,none,2024-11-28
11244,45-54,Ashdod,Pizza,kosher,2023-09-18
11245,45-54,Ashdod,Mexican,none,2024-12-12
11246,35-44,Kfar Saba,Asian,vegan,2025-01-04
11247,45-54,Ramat Gan,Israeli,kosher,2024-01-19
11248,35-44,Jerusalem,Mexican,none,2023-02-22
11249,25-34,Holon,Steakhouse,none,2024-05-16
11250,35-44,Petah Tikva,Thai,none,2023-06-30
11251,25-34,Herzliya,Mediterranean,low_carb,2023-02-02
11252,55+,Givatayim,Pizza,halal,2025-07-15
11253,25-34,Ramat Gan,Seafood,vegan,2024-11-07
11254,18-24,Givatayim,Asian,kosher,2023-07-27
11255,45-54,Jerusalem,Thai,gluten_free,2025-05-16
11256,18-24,Netanya,Greek,none,2024-06-23
11257,18-24,Petah Tikva,Burger,kosher,2023-12-29
11258,18-24,Ashdod,Italian,none,2023-03-24
11259,25-34,Givatayim,Asian,kosher,2024-05-20
11260,35-44,Kfar Saba,Seafood,gluten_free,2025-04-10
11261,45-54,Ashdod,Sushi,vegetarian,2024-05-31
11262,18-24,Netanya,Burger,halal,2023-07-18
11263,25-34,Ramat Gan,Italian,halal,2024-02-16
11264,25-34,Eilat,Pizza,vegan,2024-07-29
11265,45-54,Petah Tikva,Italian,vegetarian,2023-04-08
11266,55+,Herzliya,Cafe,low_carb,2023-09-12
11267,18-24,Herzliya,Japanese,gluten_free,2023-01-21
11268,18-24,Ramat Gan,Cafe,kosher,2025-08-22
11269,18-24,Petah Tikva,Greek,low_carb,2024-01-18
11270,55+,Ramat Gan,Greek,gluten_free,2024-04-14
11271,35-44,Eilat,Steakhouse,vegetarian,2024-11-27
11272,25-34,Netanya,Japanese,kosher,2025-09-16
11273,18-24,Beer Sheva,Cafe,none,2023-12-05
11274,55+,Kfar Saba,Indian,vegan,2024-05-08
11275,18-24,Herzliya,Japanese,vegan,2025-06-25
11276,45-54,Givatayim,Greek,none,2024-05-09
11277,55+,Tel Aviv,Greek,halal,2024-07-10
11278,55+,Eilat,Greek,halal,2023-04-22
11279,18-24,Kfar Saba,Steakhouse,kosher,2024-12-12
11280,35-44,Haifa,Israeli,vegan,2024-03-10
11281,45-54,Eilat,Steakhouse,none,2024-01-05
11282,18-24,Jerusalem,Burger,vegan,2025-06-05
11283,35-44,Kfar Saba,Cafe,low_carb,2023-08-25
11284,45-54,Holon,Indian,halal,2023-04-11
11285,45-54,Haifa,Israeli,none,2024-07-18
11286,18-24,Ashdod,Mexican,vegetarian,2023-01-03
11287,25-34,Givatayim,Pizza,vegan,2023-06-01
11288,35-44,Tel Aviv,Pizza,kosher,2023-08-05
11289,55+,Haifa,Israeli,none,2023-05-17
11290,18-24,Jerusalem,Mexican,kosher,2024-04-08
11291,45-54,Herzliya,Sushi,halal,2023-07-05
11292,35-44,Holon,Vegan,gluten_free,2023-08-19
11293,45-54,Givatayim,Cafe,vegan,2025-08-18
11294,35-44,Petah Tikva,Mediterranean,halal,2023-06-08
11295,35-44,Petah Tikva,Sushi,halal,2025-06-24
11296,18-24,Herzliya,Japanese,vegetarian,2024-03-05
11297,35-44,Jerusalem,Indian,gluten_free,2024-10-29
11298,55+,Tel Aviv,Thai,none,2024-08-10
11299,25-34,Netanya,Burger,gluten_free,2023-08-12
11300,18-24,Holon,Mexican,none,2025-08-06
11301,25-34,Holon,Vegan,low_carb,2023-04-09
11302,55+,Tel Aviv,Israeli,gluten_free,2025-06-10
11303,25-34,Petah Tikva,Steakhouse,vegetarian,2024-09-23
11304,45-54,Rehovot,Steakhouse,halal,2023-11-23
11305,55+,Eilat,Greek,vegan,2023-03-02
11306,35-44,Herzliya,Mediterranean,gluten_free,2023-03-28
11307,25-34,Ashdod,Sushi,gluten_free,2025-08-08
11308,55+,Eilat,Italian,kosher,2024-05-11
11309,55+,Herzliya,Italian,none,2024-01-04
11310,35-44,Holon,Sushi,vegetarian,2025-08-30
11311,45-54,Petah Tikva,Indian,none,2024-12-29
11312,18-24,Petah Tikva,Vegan,vegetarian,2024-08-17
11313,45-54,Givatayim,Cafe,halal,2023-01-22
11314,45-54,Herzliya,Pizza,low_carb,2024-08-11
11315,55+,Kfar Saba,Thai,vegetarian,2025-01-19
11316,55+,Ramat Gan,Israeli,none,2024-09-24
11317,18-24,Rishon LeZion,Mediterranean,halal,2024-08-25
11318,35-44,Rehovot,Japanese,low_carb,2024-03-31
11319,35-44,Haifa,Cafe,low_carb,2023-12-20
11320,55+,Beer Sheva,Mexican,halal,2023-02-21
11321,45-54,Ramat Gan,Sushi,vegan,2025-02-10
11322,18-24,Holon,Indian,vegan,2024-05-13
11323,55+,Eilat,Cafe,vegetarian,2023-02-22
11324,25-34,Eilat,Vegan,vegetarian,2025-07-02
11325,45-54,Rehovot,Italian,vegetarian,2025-05-31
11326,18-24,Netanya,Burger,none,2023-03-16
11327,55+,Kfar Saba,Japanese,low_carb,2025-09-20
11328,55+,Beer Sheva,Mediterranean,vegan,2025-07-07
11329,25-34,Rehovot,Mexican,halal,2023-11-17
11330,55+,Rishon LeZion,Pizza,vegan,2023-09-07
11331,18-24,Netanya,Greek,vegetarian,2024-02-26
11332,25-34,Ashdod,Israeli,halal,2025-08-02
11333,45-54,Eilat,Indian,halal,2025-06-15
11334,25-34,Haifa,Vegan,none,2023-04-27
11335,25-34,Haifa,Seafood,low_carb,2024-10-07
11336,25-34,Rishon LeZion,Seafood,halal,2025-05-27
11337,35-44,Jerusalem,Japanese,halal,2024-02-15
11338,45-54,Givatayim,Mexican,gluten_free,2024-12-05
11339,35-44,Tel Aviv,Indian,halal,2023-01-08
11340,45-54,Tel Aviv,Indian,none,2024-02-05
11341,35-44,Holon,Italian,halal,2023-02-07
11342,45-54,Beer Sheva,Seafood,gluten_free,2025-04-13
11343,18-24,Jerusalem,Sushi,vegetarian,2025-09-13
11344,18-24,Haifa,Mediterranean,kosher,2024-09-05
11345,35-44,Jerusalem,Cafe,halal,2024-07-29
11346,18-24,Jerusalem,Asian,vegetarian,2025-01-16
11347,18-24,Rishon LeZion,Pizza,low_carb,2024-08-22
11348,35-44,Kfar Saba,Pizza,vegan,2025-05-26
11349,25-34,Holon,Pizza,halal,2024-11-05
11350,45-54,Rishon LeZion,Mexican,halal,2025-01-21
11351,55+,Tel Aviv,Greek,vegan,2023-10-07
11352,35-44,Beer Sheva,Cafe,low_carb,2023-10-26
11353,55+,Jerusalem,Italian,low_carb,2025-05-02
11354,55+,Beer Sheva,Pizza,none,2023-04-02
11355,45-54,Eilat,Sushi,none,2023-05-02
11356,45-54,Haifa,Italian,kosher,2023-11-27
11357,45-54,Holon,Cafe,none,2024-10-06
11358,55+,Herzliya,Mexican,kosher,2024-02-26
11359,35-44,Petah Tikva,Mexican,gluten_free,2024-12-18
11360,25-34,Givatayim,Italian,vegan,2023-10-23
11361,18-24,Jerusalem,Greek,none,2023-11-23
11362,25-34,Kfar Saba,Burger,gluten_free,2024-08-23
11363,35-44,Ashdod,Steakhouse,low_carb,2025-04-08
11364,18-24,Tel Aviv,Israeli,low_carb,2024-01-31
11365,35-44,Ashdod,Seafood,vegan,2024-06-14
11366,45-54,Ashdod,Mexican,none,2024-04-04
11367,25-34,Holon,Mediterranean,none,2024-05-23
11368,55+,Givatayim,Sushi,halal,2024-02-26
11369,35-44,Kfar Saba,Mediterranean,kosher,2024-06-19
11370,55+,Holon,Israeli,vegan,2023-07-08
11371,18-24,Beer Sheva,Vegan,none,2025-05-01
11372,25-34,Petah Tikva,Japanese,kosher,2025-09-22
11373,45-54,Rishon LeZion,Burger,low_carb,2025-01-12
11374,35-44,Holon,Burger,none,2025-09-14
11375,25-34,Holon,Pizza,low_carb,2024-03-24
11376,25-34,Kfar Saba,Sushi,gluten_free,2024-11-10
11377,55+,Eilat,Pizza,low_carb,2025-07-22
11378,25-34,Eilat,Thai,none,2025-01-04
11379,45-54,Rehovot,Pizza,none,2025-08-09
11380,25-34,Tel Aviv,Indian,gluten_free,2024-11-09
11381,35-44,Ramat Gan,Burger,none,2025-05-27
11382,35-44,Ramat Gan,Sushi,low_carb,2024-10-31
11383,35-44,Kfar Saba,Italian,kosher,2023-01-29
11384,25-34,Ashdod,Greek,none,2023-07-03
11385,35-44,Herzliya,Mediterranean,none,2023-09-27
11386,18-24,Rishon LeZion,Italian,vegetarian,2023-05-12
11387,18-24,Tel Aviv,Steakhouse,kosher,2024-10-28
11388,55+,Eilat,Burger,vegan,2024-12-05
11389,25-34,Haifa,Thai,low_carb,2024-03-07
11390,35-44,Ramat Gan,Japanese,kosher,2024-03-28
11391,25-34,Rehovot,Greek,halal,2024-08-30
11392,55+,Netanya,Mediterranean,kosher,2023-05-13
11393,55+,Tel Aviv,Pizza,gluten_free,2023-05-02
11394,45-54,Ramat Gan,Indian,vegetarian,2025-09-27
11395,18-24,Ashdod,Greek,gluten_free,2024-08-11
11396,35-44,Ramat Gan,Italian,low_carb,2023-01-29
11397,18-24,Beer Sheva,Asian,halal,2024-07-10
11398,35-44,Rishon LeZion,Cafe,halal,2023-05-19
11399,18-24,Kfar Saba,Greek,low_carb,2025-01-03
11400,18-24,Rehovot,Asian,none,2024-09-28
11401,55+,Herzliya,Israeli,low_carb,2024-07-13
11402,35-44,Rishon LeZion,Asian,vegetarian,2025-07-01
11403,55+,Givatayim,Israeli,kosher,2023-11-23
