restaurant_id,name,name_he,city,city_he,region,region_he,cuisine,cuisine_he,restaurant_type,restaurant_type_he,kosher,avg_price_per_person,price_level,rating,suitable_for,suitable_for_he,recommended_dish,recommended_dish_he,is_known_recommended,is_real_name,data_source_note
9763,Garden Grill 8763,גארדן גריל 8763,Rishon LeZion,ראשון לציון,Center,מרכז,Seafood,פירות ים,Fish,דגים,No,177,Medium,4.6,"Couples,Business","זוגות,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
9764,Market Corner 8764,מרקט קורנר 8764,Netanya,נתניה,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,No,84,Medium,4.6,"Families,Friends","משפחות,חברים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
9765,Street Market 8765,סטריט מרקט 8765,Rehovot,רחובות,Center,מרכז,Vegan,טבעוני,Vegan,טבעוני,Yes,144,Medium,4.7,"Families,Friends","משפחות,חברים",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
9766,Classic Bistro 8766,קלאסיק ביסטרו 8766,Ashkelon,אשקלון,South,דרום,Pizza,פיצה,Dairy,חלבי,Yes,78,Cheap,3.9,"Friends,Students","חברים,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
9767,Local Deli 8767,מקומי דלי 8767,Nazareth,נצרת,North,צפון,Steakhouse,סטייק האוס,Meat,בשרי,Yes,315,Expensive,3.7,"Couples,Special Occasion","זוגות,אירוע מיוחד",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
9768,Urban Oven 8768,אורבן אובן 8768,Zichron Yaakov,זכרון יעקב,North,צפון,Burger,המבורגרים,Meat,בשרי,Yes,82,Medium,3.3,"Business,Friends","עסקים,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
9769,Fresh Kitchen 8769,פרש קיטשן 8769,Tel Aviv,תל אביב,Center,מרכז,Mexican,מקסיקני,Mixed,מעורב,No,74,Cheap,4.6,"Couples,Friends","זוגות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
9770,Golden Place 8770,גולדן פלייס 8770,Ramat Gan,רמת גן,Center,מרכז,Japanese,יפני,Mixed,מעורב,No,142,Medium,3.8,"Business,Friends","עסקים,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
9771,Happy Wok 8771,האפי ווק 8771,Rishon LeZion,ראשון לציון,Center,מרכז,Indian,הודי,Mixed,מעורב,Yes,177,Medium,3.9,"Business,Friends","עסקים,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
9772,Green Fork 8772,גרין פורק 8772,Netanya,נתניה,Center,מרכז,Asian,אסייתי,Mixed,מעורב,Yes,139,Medium,3.5,"Couples,Friends","זוגות,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
9773,Blue House 8773,בלו האוס 8773,Rehovot,רחובות,Center,מרכז,Thai,תאילנדי,Mixed,מעורב,No,126,Medium,3.9,"Families,Friends","משפחות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
9774,Sunny Bar 8774,סאני בר 8774,Ashkelon,אשקלון,South,דרום,Italian,איטלקי,Mixed,מעורב,Yes,112,Medium,4.7,"Families,Couples","משפחות,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
9775,Chef Plate 8775,שף פלייט 8775,Nazareth,נצרת,North,צפון,Greek,יווני,Mixed,מעורב,No,190,Expensive,3.6,"Couples,Friends","זוגות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
9776,Noble Table 8776,נובל טייבל 8776,Zichron Yaakov,זכרון יעקב,North,צפון,Mediterranean,ים תיכוני,Mixed,מעורב,Yes,146,Medium,4.3,"Families,Friends","משפחות,חברים",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
9777,Crispy Garden 8777,קריספי גארדן 8777,Tel Aviv,תל אביב,Center,מרכז,Israeli,ישראלי,Mixed,מעורב,No,70,Cheap,4.0,"Families,Friends","משפחות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
9778,Royal Room 8778,רויאל רום 8778,Ramat Gan,רמת גן,Center,מרכז,Seafood,פירות ים,Fish,דגים,No,263,Expensive,3.6,"Date,Business","דייט,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
9779,Little Grill 8779,ליטל גריל 8779,Rishon LeZion,ראשון לציון,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,Yes,62,Cheap,3.8,"Families,Students","משפחות,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
9780,Spicy Corner 8780,ספייסי קורנר 8780,Netanya,נתניה,Center,מרכז,Vegan,טבעוני,Vegan,טבעוני,No,156,Medium,4.0,"Families,Couples","משפחות,זוגות",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
9781,Garden Market 8781,גארדן מרקט 8781,Rehovot,רחובות,Center,מרכז,Pizza,פיצה,Dairy,חלבי,Yes,81,Medium,3.3,"Families,Students","משפחות,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
9782,Market Bistro 8782,מרקט ביסטרו 8782,Ashkelon,אשקלון,South,דרום,Steakhouse,סטייק האוס,Meat,בשרי,Yes,193,Expensive,3.9,"Date,Business","דייט,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
9783,Street Deli 8783,סטריט דלי 8783,Nazareth,נצרת,North,צפון,Burger,המבורגרים,Meat,בשרי,Yes,120,Medium,3.5,"Families,Friends","משפחות,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
9784,Classic Oven 8784,קלאסיק אובן 8784,Zichron Yaakov,זכרון יעקב,North,צפון,Mexican,מקסיקני,Mixed,מעורב,Yes,103,Medium,4.2,"Business,Friends","עסקים,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
9785,Local Kitchen 8785,מקומי קיטשן 8785,Tel Aviv,תל אביב,Center,מרכז,Japanese,יפני,Mixed,מעורב,Yes,117,Medium,3.2,"Families,Friends","משפחות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
9786,Urban Place 8786,אורבן פלייס 8786,Ramat Gan,רמת גן,Center,מרכז,Indian,הודי,Mixed,מעורב,Yes,107,Medium,4.2,"Couples,Friends","זוגות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
9787,Fresh Wok 8787,פרש ווק 8787,Rishon LeZion,ראשון לציון,Center,מרכז,Asian,אסייתי,Mixed,מעורב,No,141,Medium,3.3,"Business,Friends","עסקים,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
9788,Golden Fork 8788,גולדן פורק 8788,Netanya,נתניה,Center,מרכז,Thai,תאילנדי,Mixed,מעורב,Yes,133,Medium,3.9,"Business,Friends","עסקים,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
9789,Happy House 8789,האפי האוס 8789,Rehovot,רחובות,Center,מרכז,Italian,איטלקי,Mixed,מעורב,Yes,157,Medium,4.4,"Friends,Couples","חברים,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
9790,Green Bar 8790,גרין בר 8790,Ashkelon,אשקלון,South,דרום,Greek,יווני,Mixed,מעורב,No,115,Medium,3.5,"Business,Friends","עסקים,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
9791,Blue Plate 8791,בלו פלייט 8791,Nazareth,נצרת,North,צפון,Mediterranean,ים תיכוני,Mixed,מעורב,Yes,221,Expensive,3.8,"Families,Friends","משפחות,חברים",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
9792,Sunny Table 8792,סאני טייבל 8792,Zichron Yaakov,זכרון יעקב,North,צפון,Israeli,ישראלי,Mixed,מעורב,Yes,87,Medium,4.0,"Business,Friends","עסקים,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
9793,Chef Garden 8793,שף גארדן 8793,Tel Aviv,תל אביב,Center,מרכז,Seafood,פירות ים,Fish,דגים,No,167,Medium,3.7,"Date,Business","דייט,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
9794,Noble Room 8794,נובל רום 8794,Ramat Gan,רמת גן,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,No,80,Cheap,3.4,"Families,Friends","משפחות,חברים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
9795,Crispy Grill 8795,קריספי גריל 8795,Rishon LeZion,ראשון לציון,Center,מרכז,Vegan,טבעוני,Vegan,טבעוני,Yes,185,Expensive,4.4,"Families,Friends","משפחות,חברים",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
9796,Royal Corner 8796,רויאל קורנר 8796,Netanya,נתניה,Center,מרכז,Pizza,פיצה,Dairy,חלבי,Yes,91,Medium,3.3,"Friends,Students","חברים,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
9797,Little Market 8797,ליטל מרקט 8797,Rehovot,רחובות,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,Yes,257,Expensive,4.1,"Couples,Business","זוגות,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
9798,Spicy Bistro 8798,ספייסי ביסטרו 8798,Ashkelon,אשקלון,South,דרום,Burger,המבורגרים,Meat,בשרי,Yes,174,Medium,4.1,"Families,Friends","משפחות,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
9799,Garden Deli 8799,גארדן דלי 8799,Nazareth,נצרת,North,צפון,Mexican,מקסיקני,Mixed,מעורב,Yes,153,Medium,3.7,"Business,Friends","עסקים,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
9800,Market Oven 8800,מרקט אובן 8800,Zichron Yaakov,זכרון יעקב,North,צפון,Japanese,יפני,Mixed,מעורב,No,159,Medium,3.4,"Families,Friends","משפחות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
9801,Street Kitchen 8801,סטריט קיטשן 8801,Tel Aviv,תל אביב,Center,מרכז,Indian,הודי,Mixed,מעורב,No,70,Cheap,4.4,"Families,Friends","משפחות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
9802,Classic Place 8802,קלאסיק פלייס 8802,Ramat Gan,רמת גן,Center,מרכז,Asian,אסייתי,Mixed,מעורב,No,140,Medium,4.6,"Business,Friends","עסקים,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
9803,Local Wok 8803,מקומי ווק 8803,Rishon LeZion,ראשון לציון,Center,מרכז,Thai,תאילנדי,Mixed,מעורב,Yes,105,Medium,3.7,"Families,Friends","משפחות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
9804,Urban Fork 8804,אורבן פורק 8804,Netanya,נתניה,Center,מרכז,Italian,איטלקי,Mixed,מעורב,No,131,Medium,3.4,"Families,Couples","משפחות,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
9805,Fresh House 8805,פרש האוס 8805,Rehovot,רחובות,Center,מרכז,Greek,יווני,Mixed,מעורב,Yes,205,Expensive,4.3,"Families,Friends","משפחות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
9806,Golden Bar 8806,גולדן בר 8806,Ashkelon,אשקלון,South,דרום,Mediterranean,ים תיכוני,Mixed,מעורב,No,187,Expensive,4.6,"Families,Couples","משפחות,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
9807,Happy Plate 8807,האפי פלייט 8807,Nazareth,נצרת,North,צפון,Israeli,ישראלי,Mixed,מעורב,Yes,149,Medium,4.6,"Business,Friends","עסקים,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
9808,Green Table 8808,גרין טייבל 8808,Zichron Yaakov,זכרון יעקב,North,צפון,Seafood,פירות ים,Fish,דגים,No,227,Expensive,4.3,"Date,Business","דייט,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
9809,Blue Garden 8809,בלו גארדן 8809,Tel Aviv,תל אביב,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,No,70,Cheap,3.8,"Friends,Students","חברים,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
9810,Sunny Room 8810,סאני רום 8810,Ramat Gan,רמת גן,Center,מרכז,Vegan,טבעוני,Vegan,טבעוני,Yes,127,Medium,3.9,"Families,Friends","משפחות,חברים",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
9811,Chef Grill 8811,שף גריל 8811,Rishon LeZion,ראשון לציון,Center,מרכז,Pizza,פיצה,Dairy,חלבי,Yes,70,Cheap,4.3,"Friends,Students","חברים,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
9812,Noble Corner 8812,נובל קורנר 8812,Netanya,נתניה,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,No,335,Expensive,4.7,"Date,Business","דייט,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
9813,Crispy Market 8813,קריספי מרקט 8813,Rehovot,רחובות,Center,מרכז,Burger,המבורגרים,Meat,בשרי,No,104,Medium,4.3,"Business,Friends","עסקים,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
9814,Royal Bistro 8814,רויאל ביסטרו 8814,Ashkelon,אשקלון,South,דרום,Mexican,מקסיקני,Mixed,מעורב,Yes,110,Medium,3.5,"Families,Friends","משפחות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
9815,Little Deli 8815,ליטל דלי 8815,Nazareth,נצרת,North,צפון,Japanese,יפני,Mixed,מעורב,Yes,166,Medium,4.2,"Families,Friends","משפחות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
9816,Spicy Oven 8816,ספייסי אובן 8816,Zichron Yaakov,זכרון יעקב,North,צפון,Indian,הודי,Mixed,מעורב,Yes,94,Medium,3.3,"Couples,Friends","זוגות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
9817,Garden Kitchen 8817,גארדן קיטשן 8817,Tel Aviv,תל אביב,Center,מרכז,Asian,אסייתי,Mixed,מעורב,Yes,117,Medium,3.4,"Couples,Friends","זוגות,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
9818,Market Place 8818,מרקט פלייס 8818,Ramat Gan,רמת גן,Center,מרכז,Thai,תאילנדי,Mixed,מעורב,Yes,120,Medium,3.7,"Business,Friends","עסקים,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
9819,Street Wok 8819,סטריט ווק 8819,Rishon LeZion,ראשון לציון,Center,מרכז,Italian,איטלקי,Mixed,מעורב,No,91,Medium,4.4,"Families,Couples","משפחות,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
9820,Classic Fork 8820,קלאסיק פורק 8820,Netanya,נתניה,Center,מרכז,Greek,יווני,Mixed,מעורב,No,150,Medium,3.5,"Couples,Friends","זוגות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
9821,Local House 8821,מקומי האוס 8821,Rehovot,רחובות,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,No,130,Medium,4.2,"Families,Couples","משפחות,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
9822,Urban Bar 8822,אורבן בר 8822,Ashkelon,אשקלון,South,דרום,Israeli,ישראלי,Mixed,מעורב,Yes,87,Medium,3.7,"Couples,Friends","זוגות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
9823,Fresh Plate 8823,פרש פלייט 8823,Nazareth,נצרת,North,צפון,Seafood,פירות ים,Fish,דגים,No,190,Expensive,3.6,"Date,Business","דייט,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
9824,Golden Table 8824,גולדן טייבל 8824,Zichron Yaakov,זכרון יעקב,North,צפון,Cafe,בית קפה,Dairy,חלבי,No,47,Cheap,4.5,"Friends,Students","חברים,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
9825,Happy Garden 8825,האפי גארדן 8825,Tel Aviv,תל אביב,Center,מרכז,Vegan,טבעוני,Vegan,טבעוני,No,97,Medium,3.7,"Families,Couples","משפחות,זוגות",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
9826,Green Room 8826,גרין רום 8826,Ramat Gan,רמת גן,Center,מרכז,Pizza,פיצה,Dairy,חלבי,Yes,95,Medium,4.7,"Families,Friends","משפחות,חברים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
9827,Blue Grill 8827,בלו גריל 8827,Rishon LeZion,ראשון לציון,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,No,343,Expensive,4.3,"Date,Business","דייט,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
9828,Sunny Corner 8828,סאני קורנר 8828,Netanya,נתניה,Center,מרכז,Burger,המבורגרים,Meat,בשרי,No,130,Medium,3.7,"Business,Friends","עסקים,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
9829,Chef Market 8829,שף מרקט 8829,Rehovot,רחובות,Center,מרכז,Mexican,מקסיקני,Mixed,מעורב,No,132,Medium,4.6,"Families,Friends","משפחות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
9830,Noble Bistro 8830,נובל ביסטרו 8830,Ashkelon,אשקלון,South,דרום,Japanese,יפני,Mixed,מעורב,Yes,152,Medium,4.2,"Families,Friends","משפחות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
9831,Crispy Deli 8831,קריספי דלי 8831,Nazareth,נצרת,North,צפון,Indian,הודי,Mixed,מעורב,No,177,Medium,4.3,"Families,Friends","משפחות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
9832,Royal Oven 8832,רויאל אובן 8832,Zichron Yaakov,זכרון יעקב,North,צפון,Asian,אסייתי,Mixed,מעורב,Yes,117,Medium,4.3,"Couples,Friends","זוגות,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
9833,Little Kitchen 8833,ליטל קיטשן 8833,Tel Aviv,תל אביב,Center,מרכז,Thai,תאילנדי,Mixed,מעורב,Yes,92,Medium,4.3,"Business,Friends","עסקים,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
9834,Spicy Place 8834,ספייסי פלייס 8834,Ramat Gan,רמת גן,Center,מרכז,Italian,איטלקי,Mixed,מעורב,No,108,Medium,3.7,"Friends,Couples","חברים,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
9835,Garden Wok 8835,גארדן ווק 8835,Rishon LeZion,ראשון לציון,Center,מרכז,Greek,יווני,Mixed,מעורב,Yes,144,Medium,3.6,"Couples,Friends","זוגות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
9836,Market Fork 8836,מרקט פורק 8836,Netanya,נתניה,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,No,184,Expensive,4.6,"Friends,Couples","חברים,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
9837,Street House 8837,סטריט האוס 8837,Rehovot,רחובות,Center,מרכז,Israeli,ישראלי,Mixed,מעורב,Yes,145,Medium,3.5,"Couples,Friends","זוגות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
9838,Classic Bar 8838,קלאסיק בר 8838,Ashkelon,אשקלון,South,דרום,Seafood,פירות ים,Fish,דגים,No,209,Expensive,4.1,"Date,Business","דייט,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
9839,Local Plate 8839,מקומי פלייט 8839,Nazareth,נצרת,North,צפון,Cafe,בית קפה,Dairy,חלבי,Yes,59,Cheap,4.1,"Families,Students","משפחות,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
9840,Urban Table 8840,אורבן טייבל 8840,Zichron Yaakov,זכרון יעקב,North,צפון,Vegan,טבעוני,Vegan,טבעוני,Yes,220,Expensive,4.1,"Friends,Couples","חברים,זוגות",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
9841,Fresh Garden 8841,פרש גארדן 8841,Tel Aviv,תל אביב,Center,מרכז,Pizza,פיצה,Dairy,חלבי,Yes,95,Medium,3.5,"Friends,Students","חברים,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
9842,Golden Room 8842,גולדן רום 8842,Ramat Gan,רמת גן,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,No,312,Expensive,3.2,"Couples,Special Occasion","זוגות,אירוע מיוחד",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
9843,Happy Grill 8843,האפי גריל 8843,Rishon LeZion,ראשון לציון,Center,מרכז,Burger,המבורגרים,Meat,בשרי,Yes,105,Medium,3.5,"Families,Friends","משפחות,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
9844,Green Corner 8844,גרין קורנר 8844,Netanya,נתניה,Center,מרכז,Mexican,מקסיקני,Mixed,מעורב,No,128,Medium,4.4,"Families,Friends","משפחות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
9845,Blue Market 8845,בלו מרקט 8845,Rehovot,רחובות,Center,מרכז,Japanese,יפני,Mixed,מעורב,Yes,161,Medium,4.2,"Couples,Friends","זוגות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
9846,Sunny Bistro 8846,סאני ביסטרו 8846,Ashkelon,אשקלון,South,דרום,Indian,הודי,Mixed,מעורב,Yes,79,Cheap,4.5,"Business,Friends","עסקים,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
9847,Chef Deli 8847,שף דלי 8847,Nazareth,נצרת,North,צפון,Asian,אסייתי,Mixed,מעורב,No,164,Medium,4.1,"Business,Friends","עסקים,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
9848,Noble Oven 8848,נובל אובן 8848,Zichron Yaakov,זכרון יעקב,North,צפון,Thai,תאילנדי,Mixed,מעורב,Yes,114,Medium,3.7,"Couples,Friends","זוגות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
9849,Crispy Kitchen 8849,קריספי קיטשן 8849,Tel Aviv,תל אביב,Center,מרכז,Italian,איטלקי,Mixed,מעורב,No,97,Medium,3.8,"Friends,Couples","חברים,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
9850,Royal Place 8850,רויאל פלייס 8850,Ramat Gan,רמת גן,Center,מרכז,Greek,יווני,Mixed,מעורב,Yes,163,Medium,4.0,"Families,Friends","משפחות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
9851,Little Wok 8851,ליטל ווק 8851,Rishon LeZion,ראשון לציון,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,No,254,Expensive,3.7,"Families,Friends","משפחות,חברים",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
9852,Spicy Fork 8852,ספייסי פורק 8852,Netanya,נתניה,Center,מרכז,Israeli,ישראלי,Mixed,מעורב,No,95,Medium,4.5,"Couples,Friends","זוגות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
9853,Garden House 8853,גארדן האוס 8853,Rehovot,רחובות,Center,מרכז,Seafood,פירות ים,Fish,דגים,No,246,Expensive,4.0,"Couples,Special Occasion","זוגות,אירוע מיוחד",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
9854,Market Bar 8854,מרקט בר 8854,Ashkelon,אשקלון,South,דרום,Cafe,בית קפה,Dairy,חלבי,No,53,Cheap,4.4,"Families,Students","משפחות,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
9855,Street Plate 8855,סטריט פלייט 8855,Nazareth,נצרת,North,צפון,Vegan,טבעוני,Vegan,טבעוני,Yes,173,Medium,4.7,"Friends,Couples","חברים,זוגות",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
9856,Classic Table 8856,קלאסיק טייבל 8856,Zichron Yaakov,זכרון יעקב,North,צפון,Pizza,פיצה,Dairy,חלבי,Yes,94,Medium,4.4,"Friends,Students","חברים,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
9857,Local Garden 8857,מקומי גארדן 8857,Tel Aviv,תל אביב,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,No,271,Expensive,3.6,"Couples,Business","זוגות,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
9858,Urban Room 8858,אורבן רום 8858,Ramat Gan,רמת גן,Center,מרכז,Burger,המבורגרים,Meat,בשרי,Yes,117,Medium,4.1,"Couples,Friends","זוגות,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
9859,Fresh Grill 8859,פרש גריל 8859,Rishon LeZion,ראשון לציון,Center,מרכז,Mexican,מקסיקני,Mixed,מעורב,Yes,95,Medium,4.5,"Families,Friends","משפחות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
9860,Golden Corner 8860,גולדן קורנר 8860,Netanya,נתניה,Center,מרכז,Japanese,יפני,Mixed,מעורב,Yes,136,Medium,4.2,"Couples,Friends","זוגות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
9861,Happy Market 8861,האפי מרקט 8861,Rehovot,רחובות,Center,מרכז,Indian,הודי,Mixed,מעורב,No,82,Medium,4.1,"Families,Friends","משפחות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
9862,Green Bistro 8862,גרין ביסטרו 8862,Ashkelon,אשקלון,South,דרום,Asian,אסייתי,Mixed,מעורב,No,104,Medium,4.7,"Business,Friends","עסקים,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
9863,Blue Deli 8863,בלו דלי 8863,Nazareth,נצרת,North,צפון,Thai,תאילנדי,Mixed,מעורב,Yes,93,Medium,4.2,"Couples,Friends","זוגות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
9864,Sunny Oven 8864,סאני אובן 8864,Zichron Yaakov,זכרון יעקב,North,צפון,Italian,איטלקי,Mixed,מעורב,No,133,Medium,3.4,"Families,Couples","משפחות,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
9865,Chef Kitchen 8865,שף קיטשן 8865,Tel Aviv,תל אביב,Center,מרכז,Greek,יווני,Mixed,מעורב,No,129,Medium,3.8,"Couples,Friends","זוגות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
9866,Noble Place 8866,נובל פלייס 8866,Ramat Gan,רמת גן,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,Yes,195,Expensive,4.4,"Friends,Couples","חברים,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
9867,Crispy Wok 8867,קריספי ווק 8867,Rishon LeZion,ראשון לציון,Center,מרכז,Israeli,ישראלי,Mixed,מעורב,Yes,132,Medium,3.6,"Families,Friends","משפחות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
